frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
0,125.2,,,,,,,,,,,,,,,,,,,33,1096,924,98.21131046203702,82.79858655741077,,,,
1,125.2,,,,,,,,,,,,,,,,,,,33,1096,925,98.21131046203702,82.88819541732138,,,,
2,236.0,,,,,,,,,,,,,,,,,,,50,273,912,,,,,,
3,258.4,,,,,,,,,,,,,,,,,,,49,1092,886,97.85287502239454,79.3934498808073,,,,
4,277.1,,,,,,,,,,,,,,,,,,,34,362,663,32.438407287643614,59.41067412073954,,,,
5,288.8,9,336,583,30.10857692996755,52.24196532789013,,,,,,,,,,,,,,,,,,,,,,
6,298.5,9,336,584,30.10857692996755,52.33157418780075,,,,,,,,,,,,,,,,,,,,,,
7,307.9,9,335,584,30.018968070056935,52.33157418780075,,,,,,,,,,,,,,,,,,,,,,
8,318.2,9,335,585,30.018968070056935,52.42118304771137,-1.8220810082609384,4.69898186826089,83.39043516068361,-95.02441782213104,,,,,,,,,,,,,,,,,,
9,328.8,9,335,586,30.018968070056935,52.51079190762198,-1.990733747894097,4.45772159903087,63.80556884275954,-96.17522328006194,,,,,,,,,,,,,,,,,,
10,357.0,9,336,586,30.10857692996755,52.51079190762198,1.2284307599322077,2.4568615198644155,-24.301300888866617,-48.602601777733234,,,,,,,,,,,,,,,,,,
11,391.3,9,336,586,30.10857692996755,52.51079190762198,0.7015043476483807,0.7015043476483529,-14.345692180948479,-14.34569218094791,,,,,,,,,,,,,,,,,,
12,421.5,9,336,586,30.10857692996755,52.51079190762198,0.9298452849468548,0.4265252495054989,-0.794154973483337,9.202270755242695,,,,,,,,,,,,,,,,,,
13,458.1,9,336,586,30.10857692996755,52.51079190762198,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
14,489.1,9,336,586,30.10857692996755,52.51079190762198,0.0,0.4443982346909696,0.0,9.087898459938028,,,,,,,,,,,,,,,,,,
15,522.2,9,337,587,30.19818578987817,52.6004007675326,-0.018952384607172888,0.44024161961039665,-18.049890102068346,-8.929850296356939,,,,,,,,,,,,,,,,,,
16,557.1,9,336,586,30.10857692996755,52.51079190762198,0.0,0.437215703155598,0.0,8.832640467789858,,,,,,,,,,,,,,,,,,
17,588.9,9,336,587,30.10857692996755,52.6004007675326,0.0,0.05410979241231727,0.0,-16.909310128848897,,,,,,,,,,,,,,,,,,
18,620.8,9,336,587,30.10857692996755,52.6004007675326,-0.4585161881938186,0.0,9.13378860943861,0.0,,,,,,,,,,,,,,,,,,
19,658.4,9,336,587,30.10857692996755,52.6004007675326,-0.46124182603646136,-0.025145675532767416,-9.10645263645531,-17.96119680911988,,,,,,,,,,,,,,,,,,
20,695.1,9,336,586,30.10857692996755,52.51079190762198,-1.0113780817594726,0.10951116830043267,-19.046668206393075,17.952650541054467,,,,,,,,,,,,,,,,,,
21,721.2,9,336,587,30.10857692996755,52.6004007675326,-0.8978771991043913,0.0,-17.885999982159177,0.0,,,,,,,,,,,,,,,,,,
22,756.9,9,335,586,30.018968070056935,52.51079190762198,-1.3443049894295511,0.4263333372796194,-8.82376387914042,27.128283363686112,,,,,,,,,,,,,,,,,,
23,789.1,9,334,587,29.929359210146316,52.6004007675326,-1.4164153749189292,1.356538005173214,10.428853458319526,8.57983534985578,,,,,,,,,,,,,,,,,,
24,821.2,9,334,587,29.929359210146316,52.6004007675326,-1.752875231714459,0.8362120531466543,0.7860393299578254,16.724241062933082,,,,,,,,,,,,,,,,,,
25,857.2,9,333,588,29.8397503502357,52.69000962744322,-1.3419299278227823,1.3419299278227999,8.871123033811784,-8.871123033812136,,,,,,,,,,,,,,,,,,
26,889.4,9,333,589,29.8397503502357,52.77961848735384,-0.8965588549444534,0.8902798804285182,-0.06282115573775224,-17.877106032701164,,,,,,,,,,,,,,,,,,
27,925.9,9,332,589,29.75014149032508,52.77961848735384,-1.3081903083574729,0.8151892052512375,7.70841956893398,-17.125823639731873,,,,,,,,,,,,,,,,,,
28,956.7,9,332,589,29.75014149032508,52.77961848735384,-0.45164937296970753,0.45164937296970753,9.023963495898261,-9.023963495898261,,,,,,,,,,,,,,,,,,
29,989.0,9,332,589,29.75014149032508,52.77961848735384,-0.44984367425009647,0.0,9.033005507030056,0.0,,,,,,,,,,,,,,,,,,
30,1021.1,9,331,589,29.660532630414465,52.77961848735384,-0.0469695377682731,-0.435708085542884,18.7878151073097,-9.153531208884113,,,,,,,,,,,,,,,,,,
31,1056.8,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
32,1088.6,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
33,1121.3,9,332,588,29.75014149032508,52.69000962744322,0.44647960974954265,0.0026855855829054733,-8.938530725716562,17.903903886045583,,,,,,,,,,,,,,,,,,
34,1157.0,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
35,1189.1,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
36,1221.2,9,332,589,29.75014149032508,52.77961848735384,0.0,0.45050397078645216,0.0,-8.938570848937546,,,,,,,,,,,,,,,,,,
37,1258.0,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
38,1289.8,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
39,1322.0,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
40,1358.2,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
41,1389.9,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
42,1423.3,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
43,1458.3,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
44,1489.9,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
45,1530.2,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
46,1557.0,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
47,1590.0,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
48,1621.0,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
49,1657.1,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
50,1689.3,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
51,1726.9,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
52,1757.1,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
53,1789.1,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
54,1821.3,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
55,1860.9,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
56,1889.8,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
57,1921.1,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
58,1956.9,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
59,1988.9,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
60,2020.8,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
61,2056.9,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
62,2088.8,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
63,2121.1,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
64,2158.3,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
65,2188.8,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
66,2221.1,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
67,2257.3,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
68,2289.0,9,332,589,29.75014149032508,52.77961848735384,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
69,2323.1,9,332,589,29.75014149032508,52.77961848735384,-0.46775321901056377,0.0,-9.171631745305174,0.0,,,,,,,,,,,,,,,,,,
70,2356.8,9,332,589,29.75014149032508,52.77961848735384,-0.8898311632775828,-0.4449155816388002,-17.886053533217744,-8.943026766609048,,,,,,,,,,,,,,,,,,
71,2389.0,9,332,589,29.75014149032508,52.77961848735384,-1.7975663019856987,-1.3481747264893007,-35.95132603971396,-26.963494529786008,,,,,,,,,,,,,,,,,,
72,2420.9,9,331,589,29.660532630414465,52.77961848735384,-1.787104956415847,-1.3232004892830762,-17.80897638159218,-27.059314709265312,,,,,,,,,,,,,,,,,,
73,2457.1,9,330,588,29.570923770503846,52.69000962744322,-1.7904011059492295,-1.344589434815269,-0.07147274139141484,-8.99663132265259,,,,,,,,,,,,,,,,,,
74,2488.8,9,328,586,29.39170605068261,52.51079190762198,-1.800255913933795,-1.3501919354503729,35.897426000673974,26.923069500506017,,,,,,,,,,,,,,,,,,
75,2521.2,9,328,586,29.39170605068261,52.51079190762198,-1.3367639538774583,-1.3367639538774758,26.788856791131376,26.78885679113173,,,,,,,,,,,,,,,,,,
76,2557.0,9,328,586,29.39170605068261,52.51079190762198,-0.8965364181487069,-0.8965364181487246,17.9666616863468,17.966661686347155,,,,,,,,,,,,,,,,,,
77,2589.1,9,328,586,29.39170605068261,52.51079190762198,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
78,2621.0,9,328,586,29.39170605068261,52.51079190762198,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
79,2656.8,9,328,586,29.39170605068261,52.51079190762198,-0.4482682090743654,-0.44826820907432985,-8.983330843173638,-8.983330843172926,,,,,,,,,,,,,,,,,,
80,2689.1,9,328,586,29.39170605068261,52.51079190762198,-0.4480442995530964,-0.4480442995530609,-8.960885991061927,-8.960885991061216,,,,,,,,,,,,,,,,,,
81,2721.4,9,328,586,29.39170605068261,52.51079190762198,-0.9019291292193449,-0.4509645646096456,-17.96671572150088,-8.983357860749905,,,,,,,,,,,,,,,,,,
82,2756.7,9,327,585,29.302097190771992,52.42118304771137,-0.44871715092090486,-0.4487171509208693,8.974343018418095,8.974343018417384,,,,,,,,,,,,,,,,,,
83,2789.1,9,327,585,29.302097190771992,52.42118304771137,-0.8974388018412287,-0.4473712234896368,-0.0270040547007123,8.974347512329702,,,,,,,,,,,,,,,,,,
84,2821.1,9,326,585,29.212488330861376,52.42118304771137,-0.8992354727420014,-0.449617736370974,18.020750956753506,9.010375478376217,,,,,,,,,,,,,,,,,,
