frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
248,8283.7,7,689,452,,,,,,,9,718,614,,,,,,,7,853,421,,,,,,,,,,,,,,,
249,8318.3,8,714,431,,,,,,,8,710,595,,,,,,,7,881,434,,,,,,,,,,,,,,,
250,8352.7,7,742,413,,,,,,,8,705,574,,,,,,,7,907,450,,,,,,,,,,,,,,,
251,8383.7,7,773,399,,,,,,,8,704,550,,,,,,,7,927,468,,,,,,,,,,,,,,,
252,8418.4,7,805,389,,,,,,,8,707,521,,,,,,,7,942,488,,,,,,,,,,,,,,,
253,8450.2,8,839,384,,,,,,,8,714,494,,,,,,,7,953,508,,,,,,,,,,,,,,,
254,8484.4,7,872,383,,,,,,,9,727,466,,,,,,,7,959,527,,,,,,,,,,,,,,,
255,8517.9,7,904,387,,,,,,,8,744,441,,,,,,,7,959,545,,,,,,,,,,,,,,,
256,8551.4,8,933,396,,,,,,,9,765,418,,,,,,,8,955,562,,,,,,,,,,,,,,,
257,8582.1,8,959,410,,,,,,,9,790,397,,,,,,,7,946,577,,,,,,,,,,,,,,,
258,8618.0,8,970,416,,,,,,,9,803,385,,,,,,,8,939,579,,,,,,,,,,,,,,,
259,8652.0,8,964,410,,,,,,,9,797,380,,,,,,,8,935,572,,,,,,,,,,,,,,,
260,8682.4,8,958,405,,,,,,,9,791,376,,,,,,,8,930,567,,,,,,,,,,,,,,,
261,8718.1,8,952,398,,,,,,,9,785,370,,,,,,,8,925,561,,,,,,,,,,,,,,,
262,8750.0,8,946,390,,,,,,,9,779,364,,,,,,,8,921,553,,,,,,,,,,,,,,,
263,8788.6,8,939,383,,,,,,,9,772,358,,,,,,,8,915,546,,,,,,,,,,,,,,,
264,8818.5,8,933,376,,,,,,,9,766,353,,,,,,,8,911,539,,,,,,,,,,,,,,,
265,8852.7,8,927,368,,,,,,,9,759,347,,,,,,,8,906,532,,,,,,,,,,,,,,,
266,8882.1,8,920,363,,,,,,,9,753,343,,,,,,,8,900,527,,,,,,,,,,,,,,,
267,8918.0,8,913,357,,,,,,,9,746,339,,,,,,,8,894,521,,,,,,,,,,,,,,,
268,8950.2,8,907,352,,,,,,,9,741,334,,,,,,,8,889,516,,,,,,,,,,,,,,,
269,8982.3,8,901,346,,,,,,,9,734,330,,,,,,,8,884,510,,,,,,,,,,,,,,,
270,9018.5,8,894,339,,,,,,,9,727,325,,,,,,,8,879,505,,,,,,,,,,,,,,,
271,9050.5,8,887,334,,,,,,,9,720,320,,,,,,,7,873,497,,,,,,,,,,,,,,,
272,9082.3,8,880,326,,,,,,,9,712,315,,,,,,,7,867,491,,,,,,,,,,,,,,,
273,9118.9,8,873,319,,,,,,,9,705,309,,,,,,,7,861,484,,,,,,,,,,,,,,,
274,9150.4,8,866,313,,,,,,,9,698,304,,,,,,,7,856,478,,,,,,,,,,,,,,,
275,9187.9,8,858,308,,,,,,,9,691,300,,,,,,,7,850,473,,,,,,,,,,,,,,,
276,9218.3,8,851,303,,,,,,,9,684,296,,,,,,,7,844,468,,,,,,,,,,,,,,,
277,9250.5,8,845,298,,,,,,,9,677,293,,,,,,,7,838,463,,,,,,,,,,,,,,,
278,9282.1,8,838,293,,,,,,,9,670,289,,,,,,,7,832,458,,,,,,,,,,,,,,,
279,9318.2,8,830,287,,,,,,,9,663,285,,,,,,,7,826,452,,,,,,,,,,,,,,,
280,9350.4,8,823,281,,,,,,,9,656,280,,,,,,,7,820,447,,,,,,,,,,,,,,,
281,9382.3,8,815,275,,,,,,,8,648,275,,,,,,,7,814,440,,,,,,,,,,,,,,,
282,9418.3,8,807,270,,,,,,,9,640,271,,,,,,,7,807,435,,,,,,,,,,,,,,,
283,9450.0,8,799,264,,,,,,,9,633,267,,,,,,,7,801,429,,,,,,,,,,,,,,,
284,9482.3,8,792,260,,,,,,,10,625,264,,,,,,,7,795,424,,,,,,,,,,,,,,,
285,9518.0,8,785,255,,,,,,,9,618,260,,,,,,,7,789,420,,,,,,,,,,,,,,,
286,9550.0,8,777,250,,,,,,,9,610,257,,,,,,,7,783,416,,,,,,,,,,,,,,,
287,9582.3,8,770,247,,,,,,,9,604,254,,,,,,,7,777,412,,,,,,,,,,,,,,,
288,9618.0,8,762,242,,,,,,,8,596,251,,,,,,,7,770,407,,,,,,,,,,,,,,,
289,9650.2,8,754,237,,,,,,,9,588,247,,,,,,,7,763,402,,,,,,,,,,,,,,,
290,9682.4,8,746,232,,,,,,,9,579,244,,,,,,,7,757,397,,,,,,,,,,,,,,,
291,9718.1,8,738,227,,,,,,,9,572,240,,,,,,,7,750,392,,,,,,,,,,,,,,,
292,9750.7,8,731,223,,,,,,,9,565,236,,,,,,,7,744,387,,,,,,,,,,,,,,,
293,9785.0,8,723,218,,,,,,,9,557,234,,,,,,,7,737,383,,,,,,,,,,,,,,,
294,9819.7,8,715,215,,,,,,,9,549,231,,,,,,,7,731,379,,,,,,,,,,,,,,,
295,9850.6,8,708,212,,,,,,,9,543,229,,,,,,,7,725,376,,,,,,,,,,,,,,,
296,9882.1,8,701,208,,,,,,,9,534,226,,,,,,,7,718,373,,,,,,,,,,,,,,,
297,9918.3,8,693,204,,,,,,,10,527,224,,,,,,,7,712,369,,,,,,,,,,,,,,,
298,9953.4,8,685,200,,,,,,,9,519,222,,,,,,,7,705,365,,,,,,,,,,,,,,,
299,9982.2,8,677,196,,,,,,,9,511,219,,,,,,,7,698,360,,,,,,,,,,,,,,,
300,10018.1,8,668,192,,,,,,,9,503,217,,,,,,,7,692,356,,,,,,,,,,,,,,,
301,10053.2,8,660,189,,,,,,,9,495,214,,,,,,,7,685,352,,,,,,,,,,,,,,,
302,10082.3,8,652,185,,,,,,,9,487,212,,,,,,,7,678,349,,,,,,,,,,,,,,,
303,10125.2,8,644,183,,,,,,,9,480,211,,,,,,,7,672,346,,,,,,,,,,,,,,,
304,10151.7,8,637,180,,,,,,,9,473,210,,,,,,,7,666,344,,,,,,,,,,,,,,,
305,10192.0,8,630,178,,,,,,,9,465,208,,,,,,,7,659,342,,,,,,,,,,,,,,,
306,10218.1,8,622,175,,,,,,,9,457,207,,,,,,,7,653,339,,,,,,,,,,,,,,,
307,10250.0,8,614,172,,,,,,,9,450,205,,,,,,,7,647,336,,,,,,,,,,,,,,,
308,10282.5,8,606,170,,,,,,,9,441,204,,,,,,,7,640,332,,,,,,,,,,,,,,,
309,10318.1,8,597,166,,,,,,,9,435,202,,,,,,,7,633,329,,,,,,,,,,,,,,,
310,10350.1,8,589,164,,,,,,,9,426,201,,,,,,,7,626,327,,,,,,,,,,,,,,,
311,10382.4,8,581,162,,,,,,,9,419,200,,,,,,,7,620,324,,,,,,,,,,,,,,,
312,10418.4,8,574,161,,,,,,,9,412,200,,,,,,,7,613,322,,,,,,,,,,,,,,,
313,10450.2,8,566,159,,,,,,,9,403,200,,,,,,,7,607,321,,,,,,,,,,,,,,,
314,10482.1,8,558,158,,,,,,,9,397,200,,,,,,,7,601,319,,,,,,,,,,,,,,,
315,10518.4,8,551,156,,,,,,,9,389,199,,,,,,,7,594,317,,,,,,,,,,,,,,,
316,10550.1,8,543,154,,,,,,,9,381,199,,,,,,,7,588,316,,,,,,,,,,,,,,,
317,10585.2,8,535,153,,,,,,,9,373,199,,,,,,,7,581,314,,,,,,,,,,,,,,,
318,10618.0,8,526,151,,,,,,,9,365,199,,,,,,,7,574,311,,,,,,,,,,,,,,,
319,10650.1,8,518,149,,,,,,,9,358,199,,,,,,,7,568,310,,,,,,,,,,,,,,,
320,10682.1,8,510,149,,,,,,,9,350,200,,,,,,,7,561,309,,,,,,,,,,,,,,,
321,10717.9,8,502,149,,,,,,,9,342,201,,,,,,,7,555,308,,,,,,,,,,,,,,,
322,10750.1,8,495,148,,,,,,,10,336,202,,,,,,,7,548,307,,,,,,,,,,,,,,,
323,10782.3,8,487,148,,,,,,,9,328,203,,,,,,,7,542,307,,,,,,,,,,,,,,,
324,10818.1,8,480,148,,,,,,,9,321,203,,,,,,,7,535,306,,,,,,,,,,,,,,,
325,10850.3,8,471,147,,,,,,,10,313,205,,,,,,,7,529,305,,,,,,,,,,,,,,,
326,10882.1,8,463,147,,,,,,,9,305,205,,,,,,,7,522,304,,,,,,,,,,,,,,,
327,10918.3,8,455,147,,,,,,,9,297,206,,,,,,,7,516,304,,,,,,,,,,,,,,,
328,10950.7,8,447,147,,,,,,,10,290,208,,,,,,,7,509,303,,,,,,,,,,,,,,,
329,10984.5,8,439,147,,,,,,,9,282,210,,,,,,,7,503,303,,,,,,,,,,,,,,,
330,11018.2,8,431,148,,,,,,,9,275,211,,,,,,,7,497,303,,,,,,,,,,,,,,,
331,11050.1,8,424,149,,,,,,,10,268,214,,,,,,,7,490,304,,,,,,,,,,,,,,,
332,11082.6,8,416,150,,,,,,,9,260,216,,,,,,,7,484,304,,,,,,,,,,,,,,,
333,11118.1,8,409,151,,,,,,,9,254,218,,,,,,,7,477,305,,,,,,,,,,,,,,,
334,11150.4,8,400,152,,,,,,,9,245,220,,,,,,,7,471,305,,,,,,,,,,,,,,,
335,11182.2,8,392,153,,,,,,,9,239,223,,,,,,,7,464,306,,,,,,,,,,,,,,,
336,11218.3,8,384,154,,,,,,,9,231,226,,,,,,,7,458,306,,,,,,,,,,,,,,,
337,11250.3,8,376,155,,,,,,,9,224,228,,,,,,,7,451,307,,,,,,,,,,,,,,,
338,11282.0,8,369,157,,,,,,,8,216,231,,,,,,,7,445,308,,,,,,,,,,,,,,,
339,11317.9,8,361,159,,,,,,,9,210,234,,,,,,,7,439,309,,,,,,,,,,,,,,,
340,11350.0,8,354,160,,,,,,,9,203,238,,,,,,,7,433,310,,,,,,,,,,,,,,,
341,11389.2,8,347,163,,,,,,,10,197,241,,,,,,,7,426,312,,,,,,,,,,,,,,,
342,11421.2,8,339,165,,,,,,,9,189,245,,,,,,,7,421,314,,,,,,,,,,,,,,,
343,11450.1,8,331,167,,,,,,,9,182,248,,,,,,,7,414,315,,,,,,,,,,,,,,,
344,11485.2,8,324,170,,,,,,,9,175,252,,,,,,,7,408,316,,,,,,,,,,,,,,,
345,11518.4,8,316,172,,,,,,,9,168,255,,,,,,,7,402,318,,,,,,,,,,,,,,,
346,11550.2,8,308,174,,,,,,,9,162,260,,,,,,,7,396,320,,,,,,,,,,,,,,,
347,11582.3,8,301,177,,,,,,,9,154,264,,,,,,,7,390,322,,,,,,,,,,,,,,,
348,11620.3,8,294,180,,,,,,,9,148,268,,,,,,,8,384,325,,,,,,,,,,,,,,,
349,11659.0,8,287,183,,,,,,,9,142,272,,,,,,,7,378,327,,,,,,,,,,,,,,,
350,11682.3,8,280,187,,,,,,,9,135,277,,,,,,,7,372,330,,,,,,,,,,,,,,,
351,11718.3,8,273,190,,,,,,,10,129,281,,,,,,,7,367,332,,,,,,,,,,,,,,,
352,11750.2,8,266,193,,,,,,,9,123,286,,,,,,,7,361,335,,,,,,,,,,,,,,,
353,11782.1,8,259,197,,,,,,,9,116,291,,,,,,,7,355,337,,,,,,,,,,,,,,,
354,11818.2,8,251,200,,,,,,,9,110,295,,,,,,,7,349,340,,,,,,,,,,,,,,,
355,11850.9,8,245,204,,,,,,,10,103,300,,,,,,,7,343,342,,,,,,,,,,,,,,,
356,11884.7,8,238,207,,,,,,,9,97,305,,,,,,,7,338,346,,,,,,,,,,,,,,,
357,11918.2,8,231,212,,,,,,,9,91,311,,,,,,,7,332,349,,,,,,,,,,,,,,,
358,11949.9,8,225,216,,,,,,,9,86,316,,,,,,,8,328,352,,,,,,,,,,,,,,,
359,11982.1,8,218,220,,,,,,,9,80,322,,,,,,,7,322,356,,,,,,,,,,,,,,,
360,12018.3,8,212,225,,,,,,,9,74,328,,,,,,,7,317,360,,,,,,,,,,,,,,,
361,12050.2,8,205,229,,,,,,,9,68,333,,,,,,,8,312,363,,,,,,,,,,,,,,,
362,12082.4,8,198,234,,,,,,,9,62,339,,,,,,,8,306,367,,,,,,,,,,,,,,,
363,12118.0,8,192,238,,,,,,,9,57,344,,,,,,,7,301,370,,,,,,,,,,,,,,,
364,12150.5,8,186,243,,,,,,,9,51,350,,,,,,,7,296,374,,,,,,,,,,,,,,,
365,12182.5,8,180,248,,,,,,,9,46,356,,,,,,,7,291,378,,,,,,,,,,,,,,,
366,12218.1,8,174,253,,,,,,,9,41,363,,,,,,,7,286,382,,,,,,,,,,,,,,,
367,12250.8,8,168,258,,,,,,,9,36,370,,,,,,,7,281,387,,,,,,,,,,,,,,,
368,12282.1,8,165,263,,,,,,,10,34,372,,,,,,,7,279,392,,,,,,,,,,,,,,,
369,12318.2,8,171,267,,,,,,,8,36,373,,,,,,,7,281,400,,,,,,,,,,,,,,,
370,12350.4,8,178,272,,,,,,,9,38,372,,,,,,,8,282,408,,,,,,,,,,,,,,,
371,12382.5,8,184,276,,,,,,,9,41,372,,,,,,,7,283,416,,,,,,,,,,,,,,,
372,12418.0,8,190,282,,,,,,,9,44,372,,,,,,,7,284,424,,,,,,,,,,,,,,,
373,12450.5,8,196,287,,,,,,,9,47,372,,,,,,,7,285,432,,,,,,,,,,,,,,,
374,12482.1,8,202,292,,,,,,,9,50,373,,,,,,,7,286,441,,,,,,,,,,,,,,,
375,12518.1,8,209,298,,,,,,,9,54,372,,,,,,,7,288,449,,,,,,,,,,,,,,,
376,12550.5,8,216,304,,,,,,,10,59,374,,,,,,,7,288,458,,,,,,,,,,,,,,,
377,12582.2,8,223,311,,,,,,,9,62,374,,,,,,,8,289,466,,,,,,,,,,,,,,,
378,12618.5,8,229,317,,,,,,,10,67,376,,,,,,,7,291,475,,,,,,,,,,,,,,,
379,12650.1,8,236,324,,,,,,,10,71,376,,,,,,,7,291,484,,,,,,,,,,,,,,,
380,12682.1,8,242,331,,,,,,,9,76,378,,,,,,,8,292,492,,,,,,,,,,,,,,,
381,12718.3,8,249,337,,,,,,,9,81,378,,,,,,,7,293,500,,,,,,,,,,,,,,,
382,12750.0,8,256,345,,,,,,,9,87,380,,,,,,,7,294,509,,,,,,,,,,,,,,,
383,12782.3,8,263,352,,,,,,,9,92,381,,,,,,,8,295,518,,,,,,,,,,,,,,,
384,12821.3,8,270,360,,,,,,,9,98,383,,,,,,,7,296,526,,,,,,,,,,,,,,,
385,12850.5,8,276,368,,,,,,,9,104,386,,,,,,,7,296,535,,,,,,,,,,,,,,,
386,12882.7,8,283,376,,,,,,,10,110,387,,,,,,,7,297,543,,,,,,,,,,,,,,,
387,12918.3,8,290,385,,,,,,,9,117,389,,,,,,,8,298,551,,,,,,,,,,,,,,,
388,12950.2,8,297,392,,,,,,,9,124,392,,,,,,,7,299,560,,,,,,,,,,,,,,,
389,12983.2,8,303,401,,,,,,,10,130,394,,,,,,,8,300,568,,,,,,,,,,,,,,,
390,13018.3,8,310,409,,,,,,,9,137,397,,,,,,,7,300,576,,,,,,,,,,,,,,,
391,13050.4,8,317,418,,,,,,,9,144,400,,,,,,,7,301,585,,,,,,,,,,,,,,,
392,13082.0,8,323,427,,,,,,,10,151,403,,,,,,,7,301,593,,,,,,,,,,,,,,,
393,13117.9,8,330,437,,,,,,,9,160,407,,,,,,,7,302,601,,,,,,,,,,,,,,,
394,13150.3,8,336,446,,,,,,,9,168,411,,,,,,,7,303,609,,,,,,,,,,,,,,,
395,13182.3,8,342,455,,,,,,,10,176,415,,,,,,,7,304,618,,,,,,,,,,,,,,,
396,13217.9,8,349,465,,,,,,,10,184,419,,,,,,,7,305,626,,,,,,,,,,,,,,,
397,13250.1,8,355,475,,,,,,,9,192,423,,,,,,,8,306,634,,,,,,,,,,,,,,,
398,13282.3,8,362,484,,,,,,,9,200,427,,,,,,,7,306,642,,,,,,,,,,,,,,,
399,13318.3,8,368,493,,,,,,,10,209,432,,,,,,,7,307,649,,,,,,,,,,,,,,,
400,13350.0,8,374,503,,,,,,,9,217,436,,,,,,,8,308,657,,,,,,,,,,,,,,,
401,13381.9,8,381,513,,,,,,,9,226,441,,,,,,,7,309,665,,,,,,,,,,,,,,,
402,13418.0,7,387,523,,,,,,,9,235,446,,,,,,,7,310,672,,,,,,,,,,,,,,,
403,13451.1,8,394,534,,,,,,,10,244,451,,,,,,,7,311,681,,,,,,,,,,,,,,,
404,13482.2,7,399,544,,,,,,,9,254,457,,,,,,,7,312,688,,,,,,,,,,,,,,,
405,13518.1,8,406,555,,,,,,,9,263,463,,,,,,,7,313,696,,,,,,,,,,,,,,,
406,13550.1,7,411,565,,,,,,,9,273,468,,,,,,,7,313,703,,,,,,,,,,,,,,,
407,13582.8,8,417,575,,,,,,,9,282,474,,,,,,,7,315,710,,,,,,,,,,,,,,,
408,13618.3,8,422,585,,,,,,,10,291,480,,,,,,,7,316,717,,,,,,,,,,,,,,,
409,13650.0,8,428,596,,,,,,,9,300,486,,,,,,,7,317,724,,,,,,,,,,,,,,,
410,13682.4,8,433,606,,,,,,,10,310,492,,,,,,,7,318,731,,,,,,,,,,,,,,,
411,13718.5,8,438,617,,,,,,,10,320,498,,,,,,,7,319,738,,,,,,,,,,,,,,,
412,13750.8,7,444,628,,,,,,,9,329,505,,,,,,,7,321,745,,,,,,,,,,,,,,,
413,13782.2,7,449,640,,,,,,,9,339,513,,,,,,,7,322,753,,,,,,,,,,,,,,,
414,13819.0,7,454,650,,,,,,,9,349,520,,,,,,,7,323,759,,,,,,,,,,,,,,,
415,13850.2,7,460,661,,,,,,,8,359,528,,,,,,,7,325,765,,,,,,,,,,,,,,,
416,13882.1,7,464,671,,,,,,,9,368,535,,,,,,,7,327,772,,,,,,,,,,,,,,,
417,13918.2,7,469,682,,,,,,,9,378,542,,,,,,,7,328,778,,,,,,,,,,,,,,,
418,13950.2,7,474,693,,,,,,,8,387,550,,,,,,,7,330,784,,,,,,,,,,,,,,,
419,13982.3,7,479,704,,,,,,,9,398,558,,,,,,,6,332,790,,,,,,,,,,,,,,,
420,14018.3,7,483,715,,,,,,,9,407,565,,,,,,,7,334,796,,,,,,,,,,,,,,,
421,14051.4,7,488,726,,,,,,,8,417,574,,,,,,,7,336,802,,,,,,,,,,,,,,,
422,14082.7,7,492,737,,,,,,,9,426,583,,,,,,,6,338,808,,,,,,,,,,,,,,,
423,14118.3,7,497,748,,,,,,,9,435,591,,,,,,,7,340,814,,,,,,,,,,,,,,,
424,14150.0,7,501,759,,,,,,,10,446,600,,,,,,,7,342,819,,,,,,,,,,,,,,,
425,14182.1,7,506,769,,,,,,,9,455,607,,,,,,,7,345,824,,,,,,,,,,,,,,,
426,14218.5,7,510,780,,,,,,,9,464,616,,,,,,,7,348,829,,,,,,,,,,,,,,,
427,14250.2,7,514,790,,,,,,,9,474,626,,,,,,,7,350,833,,,,,,,,,,,,,,,
428,14282.1,7,517,801,,,,,,,9,484,636,,,,,,,7,353,838,,,,,,,,,,,,,,,
429,14317.9,7,521,812,,,,,,,9,492,643,,,,,,,8,354,844,,,,,,,,,,,,,,,
430,14350.3,7,525,823,,,,,,,8,501,653,,,,,,,7,359,849,,,,,,,,,,,,,,,
431,14384.5,8,529,833,,,,,,,7,511,665,,,,,,,7,361,853,,,,,,,,,,,,,,,
432,14420.1,8,533,843,,,,,,,8,521,673,,,,,,,7,364,858,,,,,,,,,,,,,,,
433,14450.1,8,536,853,,,,,,,7,530,680,,,,,,,7,367,862,,,,,,,,,,,,,,,
434,14485.3,8,540,861,,,,,,,,,,,,,,,,7,371,866,,,,,,,,,,,,,,,
435,14518.2,8,544,869,,,,,,,,,,,,,,,,7,376,870,,,,,,,,,,,,,,,
436,14550.1,8,548,877,,,,,,,,,,,,,,,,8,379,873,,,,,,,,,,,,,,,
437,14582.1,8,552,884,,,,,,,,,,,,,,,,8,383,877,,,,,,,,,,,,,,,
438,14617.8,8,554,891,,,,,,,,,,,,,,,,8,387,881,,,,,,,,,,,,,,,
439,14650.2,8,555,900,,,,,,,,,,,,,,,,8,387,883,,,,,,,,,,,,,,,
440,14682.3,8,553,905,,,,,,,,,,,,,,,,7,386,882,,,,,,,,,,,,,,,
441,14718.8,8,548,909,,,,,,,,,,,,,,,,7,384,876,,,,,,,,,,,,,,,
442,14750.8,8,538,914,,,,,,,,,,,,,,,,7,378,860,,,,,,,,,,,,,,,
443,14788.9,8,521,918,,,,,,,9,598,763,,,,,,,6,372,840,,,,,,,,,,,,,,,
444,14818.3,8,501,917,,,,,,,8,605,779,,,,,,,5,369,814,,,,,,,,,,,,,,,
445,14857.0,8,479,910,,,,,,,8,607,795,,,,,,,5,369,782,,,,,,,,,,,,,,,
446,14882.9,7,457,897,,,,,,,10,605,811,,,,,,,6,374,752,,,,,,,,,,,,,,,
447,14918.1,8,437,882,,,,,,,8,597,826,,,,,,,6,383,722,,,,,,,,,,,,,,,
448,14950.3,7,418,861,,,,,,,8,586,838,,,,,,,6,396,696,,,,,,,,,,,,,,,
449,14982.1,7,402,837,,,,,,,9,571,848,,,,,,,6,414,670,,,,,,,,,,,,,,,
450,15018.2,7,390,810,,,,,,,9,553,854,,,,,,,7,434,649,,,,,,,,,,,,,,,
451,15050.1,7,383,781,,,,,,,8,534,856,,,,,,,6,455,631,,,,,,,,,,,,,,,
452,15082.2,6,379,750,,,,,,,8,513,853,,,,,,,7,478,617,,,,,,,,,,,,,,,
453,15118.2,7,380,719,,,,,,,8,490,846,,,,,,,7,503,607,,,,,,,,,,,,,,,
454,15150.7,7,385,689,,,,,,,8,469,834,,,,,,,6,527,602,,,,,,,,,,,,,,,
455,15182.3,7,394,659,,,,,,,9,449,818,,,,,,,7,550,602,,,,,,,,,,,,,,,
456,15218.1,7,408,633,,,,,,,8,431,798,,,,,,,7,571,606,,,,,,,,,,,,,,,
457,15250.1,7,424,608,,,,,,,8,416,775,,,,,,,7,589,614,,,,,,,,,,,,,,,
458,15282.4,7,444,587,,,,,,,9,403,749,,,,,,,7,605,625,,,,,,,,,,,,,,,
459,15318.0,7,466,569,,,,,,,8,395,720,,,,,,,7,616,637,,,,,,,,,,,,,,,
460,15350.4,7,488,556,,,,,,,8,391,690,,,,,,,7,624,652,,,,,,,,,,,,,,,
461,15385.2,7,512,547,,,,,,,8,391,661,,,,,,,7,627,667,,,,,,,,,,,,,,,
462,15417.9,7,536,542,,,,,,,8,395,631,,,,,,,7,625,682,,,,,,,,,,,,,,,
463,15450.1,7,559,541,,,,,,,9,405,601,,,,,,,7,619,697,,,,,,,,,,,,,,,
464,15482.5,7,580,544,,,,,,,8,417,574,,,,,,,7,609,709,,,,,,,,,,,,,,,
465,15518.4,7,597,552,,,,,,,9,432,550,,,,,,,6,595,720,,,,,,,,,,,,,,,
466,15551.1,7,613,563,,,,,,,9,450,530,,,,,,,6,578,727,,,,,,,,,,,,,,,
467,15581.9,8,625,576,,,,,,,9,472,511,,,,,,,6,559,730,,,,,,,,,,,,,,,
468,15618.5,8,633,591,,,,,,,9,495,498,,,,,,,6,538,728,,,,,,,,,,,,,,,
469,15650.4,8,635,605,,,,,,,8,518,487,,,,,,,6,516,722,,,,,,,,,,,,,,,
470,15682.3,7,634,620,,,,,,,8,541,482,,,,,,,6,495,712,,,,,,,,,,,,,,,
471,15718.4,7,628,634,,,,,,,8,563,480,,,,,,,7,474,697,,,,,,,,,,,,,,,
472,15750.4,8,618,646,,,,,,,8,585,483,,,,,,,7,456,679,,,,,,,,,,,,,,,
473,15782.7,7,605,657,,,,,,,8,603,490,,,,,,,7,440,658,,,,,,,,,,,,,,,
474,15818.2,7,588,664,,,,,,,9,620,500,,,,,,,6,426,633,,,,,,,,,,,,,,,
475,15850.6,7,569,668,,,,,,,8,630,514,,,,,,,6,417,607,,,,,,,,,,,,,,,
476,15882.6,7,549,667,,,,,,,8,639,527,,,,,,,6,411,579,,,,,,,,,,,,,,,
477,15917.9,7,528,662,,,,,,,8,644,543,,,,,,,7,409,550,,,,,,,,,,,,,,,
478,15950.1,7,506,653,,,,,,,8,643,558,,,,,,,7,412,521,,,,,,,,,,,,,,,
479,15983.4,8,486,639,,,,,,,8,638,572,,,,,,,7,418,492,,,,,,,,,,,,,,,
480,16018.5,7,467,622,,,,,,,8,629,585,,,,,,,6,428,464,,,,,,,,,,,,,,,
481,16050.0,7,450,602,,,,,,,9,616,594,,,,,,,7,442,439,,,,,,,,,,,,,,,
482,16082.1,7,437,578,,,,,,,9,601,604,,,,,,,7,459,417,,,,,,,,,,,,,,,
483,16118.1,7,426,553,,,,,,,9,582,607,,,,,,,7,478,399,,,,,,,,,,,,,,,
484,16151.8,7,420,525,,,,,,,9,564,609,,,,,,,7,500,384,,,,,,,,,,,,,,,
485,16182.2,7,418,497,,,,,,,8,542,605,,,,,,,7,523,373,,,,,,,,,,,,,,,
486,16219.9,7,419,468,,,,,,,8,521,598,,,,,,,7,547,367,,,,,,,,,,,,,,,
487,16254.2,7,425,440,,,,,,,8,500,587,,,,,,,7,570,364,,,,,,,,,,,,,,,
488,16282.1,7,435,413,,,,,,,8,481,571,,,,,,,7,591,365,,,,,,,,,,,,,,,
489,16318.3,7,448,388,,,,,,,8,464,552,,,,,,,7,611,370,,,,,,,,,,,,,,,
490,16350.2,7,464,366,,,,,,,8,450,530,,,,,,,7,628,379,,,,,,,,,,,,,,,
491,16382.2,7,483,347,,,,,,,8,438,506,,,,,,,7,642,391,,,,,,,,,,,,,,,
492,16418.2,7,504,333,,,,,,,9,431,480,,,,,,,7,652,406,,,,,,,,,,,,,,,
493,16450.1,7,526,322,,,,,,,9,426,453,,,,,,,7,659,422,,,,,,,,,,,,,,,
494,16482.5,8,550,315,,,,,,,8,427,425,,,,,,,7,661,438,,,,,,,,,,,,,,,
495,16518.0,8,573,312,,,,,,,8,432,397,,,,,,,7,659,454,,,,,,,,,,,,,,,
496,16550.1,7,595,314,,,,,,,9,439,371,,,,,,,7,652,469,,,,,,,,,,,,,,,
497,16582.2,7,615,319,,,,,,,8,451,346,,,,,,,7,642,482,,,,,,,,,,,,,,,
498,16618.0,8,632,328,,,,,,,9,466,324,,,,,,,7,628,493,,,,,,,,,,,,,,,
499,16650.3,8,647,340,,,,,,,8,483,304,,,,,,,7,612,501,,,,,,,,,,,,,,,
500,16682.6,8,658,354,,,,,,,9,504,289,,,,,,,7,592,506,,,,,,,,,,,,,,,
501,16718.2,8,665,370,,,,,,,8,526,277,,,,,,,7,572,507,,,,,,,,,,,,,,,
502,16750.0,8,668,387,,,,,,,9,549,270,,,,,,,7,551,504,,,,,,,,,,,,,,,
503,16782.1,8,667,405,,,,,,,8,572,267,,,,,,,7,530,497,,,,,,,,,,,,,,,
504,16818.8,8,661,421,,,,,,,8,594,268,,,,,,,7,511,486,,,,,,,,,,,,,,,
505,16853.2,7,652,435,,,,,,,9,615,272,,,,,,,7,491,471,,,,,,,,,,,,,,,
506,16882.4,7,639,447,,,,,,,9,633,280,,,,,,,7,475,452,,,,,,,,,,,,,,,
507,16918.2,8,623,457,,,,,,,9,648,292,,,,,,,7,461,431,,,,,,,,,,,,,,,
508,16950.0,7,605,463,,,,,,,9,662,306,,,,,,,7,451,409,,,,,,,,,,,,,,,
509,16982.5,7,585,466,,,,,,,8,669,322,,,,,,,7,444,384,,,,,,,,,,,,,,,
510,17018.1,8,565,465,,,,,,,8,674,340,,,,,,,7,441,358,,,,,,,,,,,,,,,
511,17050.0,8,544,460,,,,,,,8,675,358,,,,,,,7,442,333,,,,,,,,,,,,,,,
