frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,130.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,754,733,,,,,,,,,,,,,,,
1,130.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,364,326,,,,,,,,,,,,,,,
2,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,267,733,,,,,,,,,,,,,,,
3,254.2,13,1095,786,74.56056352745166,53.52018532655435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,152,743,10.349959503354022,50.59223625652657,,,,
4,279.8,14,1094,786,74.49247168861382,53.52018532655435,,,,,,,,,,,,,,13,192,805,13.073633056868237,54.813930264473605,,,,,,,,,,,,,,13,152,743,10.349959503354022,50.59223625652657,,,,
5,295.2,14,1094,786,74.49247168861382,53.52018532655435,,,,,,,,,,,,,,13,193,805,13.141724895706094,54.813930264473605,,,,,,,,,,,,,,13,152,743,10.349959503354022,50.59223625652657,,,,
6,308.5,14,1093,786,74.42437984977596,53.52018532655435,-0.2068845696177611,0.0,84.75514283274393,0.0,,,,,,,,,,12,192,804,13.073633056868237,54.745838425635746,,,,,,,,,,,,,,13,152,743,10.349959503354022,50.59223625652657,0.0,0.0,0.0,0.0
7,319.7,14,1094,786,74.49247168861382,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,11,189,801,12.869357540354672,54.54156290912218,0.29847978330958447,-0.5935869137004002,271.5873139837286,312.41416510547265,,,,,,,,,,13,152,743,10.349959503354022,50.59223625652657,0.0,0.0,0.0,0.0
8,330.6,14,1094,786,74.49247168861382,53.52018532655435,0.49197397615284955,0.0,27.79513989564119,0.0,,,,,,,,,,13,193,805,13.141724895706094,54.813930264473605,-0.4919739761529394,-0.49197397615295224,-27.795139895646265,-27.79513989564699,,,,,,,,,,13,152,743,10.349959503354022,50.59223625652657,0.0,0.0,0.0,0.0
9,351.1,14,1094,786,74.49247168861382,53.52018532655435,1.3876520636922371,0.0,-9.894268029457658,0.0,,,,,,,,,,13,192,804,13.073633056868237,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,13,152,743,10.349959503354022,50.59223625652657,0.0,0.0,0.0,0.0
10,363.4,14,1094,786,74.49247168861382,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,193,805,13.141724895706094,54.813930264473605,3.8849660690730645,3.8849660690731387,-107.44606520736795,-107.44606520737015,,,,,,,,,,13,152,743,10.349959503354022,50.59223625652657,0.0,0.0,0.0,0.0
