frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,135.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,24,211,,,,,,,,,,,,,,,
1,135.1,7,11,235,0.7490102272164094,16.00158212689602,,,,,,,,,,,,,,,,,,,,,,,42,57,376,,,,,,,,,,,,,,,
2,270.9,8,9,236,0.6128265495406986,16.069673965733877,,,,,,,,,,,,,,,,,,,,,,,24,1077,758,,,,,,,,,,,,,,,
3,270.9,14,1093,787,74.42437984977596,53.588277165392206,,,,,14,278,804,18.929531196923804,54.745838425635746,,,,,7,191,677,13.005541218030382,46.09817489322811,,,,,,,,,,,,,,12,183,598,12.46080650732754,40.718919625037536,,,,
4,288.7,14,1092,787,74.3562880109381,53.588277165392206,99.40353319121986,50.75925099126122,-4945.449412498502,-2525.3358702120017,14,277,804,18.861439358085946,54.745838425635746,,,,,12,197,679,13.414092251057514,46.23435857090382,,,,,,,,,,,,,,12,183,598,12.46080650732754,40.718919625037536,,,,
5,308.4,14,1092,787,74.3562880109381,53.588277165392206,897.7464873561423,456.7482128654058,-56999.776974993154,-28999.88653113687,14,277,804,18.861439358085946,54.745838425635746,,,,,13,198,679,13.48218408989537,46.23435857090382,,,,,,,,,,,,,,12,183,597,12.46080650732754,40.65082778619968,,,,
6,317.6,14,1092,787,74.3562880109381,53.588277165392206,-0.589551001606027,0.0,37.1956467890238,0.0,14,277,804,18.861439358085946,54.745838425635746,-0.589551001606027,0.0,37.1956467890238,0.0,13,197,678,13.414092251057514,46.166266732065964,3.5373060096359934,-0.6899381801875017,-223.17388073413213,-91.99175735833323,,,,,,,,,,12,183,597,12.46080650732754,40.65082778619968,0.0,-3.1485293651930957,0.0,-72.39657434960856
7,328.9,14,1092,787,74.3562880109381,53.588277165392206,0.0,0.0,0.0,0.0,14,277,804,18.861439358085946,54.745838425635746,0.0,-1.3573595162632284,0.0,-67.53032419220044,13,198,678,13.48218408989537,46.166266732065964,0.7112606197660991,-3.4259796522924515,-48.88389139285901,-86.17675699153227,,,,,,,,,,12,183,596,12.46080650732754,40.58273594736182,1.3573595162631575,-2.779880755795359,67.53032419219691,30.23745859352973
8,339.9,15,1092,787,74.3562880109381,53.588277165392206,0.0,0.0,0.0,0.0,14,277,804,18.861439358085946,54.745838425635746,0.0,-0.9337232051126806,0.0,-59.28401302302733,13,197,677,13.414092251057514,46.09817489322811,-0.19934484633012092,-3.1998593079981865,124.59052895632402,71.32901884357227,,,,,,,,,,12,183,596,12.46080650732754,40.58273594736182,0.933723205112632,-2.0667912565553954,59.28401302302424,6.022502910282063
9,349.3,14,1092,787,74.3562880109381,53.588277165392206,0.0,0.0,0.0,0.0,14,277,804,18.861439358085946,54.745838425635746,0.0,-0.41371556052273756,0.0,-26.101928108690075,13,197,677,13.414092251057514,46.09817489322811,0.413715560522716,-1.8034620832824537,26.10192810868871,21.737883346033406,,,,,,,,,,12,183,595,12.46080650732754,40.51464410852397,0.413715560522716,-3.1932086060423153,26.10192810868871,69.57769480076188
