frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,134.0,8,668,36,45.48534834368741,2.4513061981627944,,,,,,,,,,,,,,,,,,,,,,,55,744,736,,,,,,,,,,,,,,,
1,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,273,732,,,,,,,,,,,,,,,
2,232.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,273,732,,,,,,,,,,,,,,,
3,254.3,12,1097,786,74.69674720512738,53.52018532655435,66.84898837083026,116.86886078816478,-2925.5574779356793,-5114.610975412026,,,,,,,,,,8,193,801,13.141724895706094,54.54156290912218,,,,,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,,,,
4,271.5,12,1097,786,74.69674720512738,53.52018532655435,,,,,,,,,,,,,,12,200,805,13.618367767571081,54.813930264473605,,,,,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,,,,
5,290.9,12,1097,786,74.69674720512738,53.52018532655435,,,,,,,,,,,,,,12,200,804,13.618367767571081,54.745838425635746,,,,,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,,,,
6,300.0,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,200,804,13.618367767571081,54.745838425635746,3.5617692327484094,1.5264725283207679,-300.5712432699081,-128.81624711567667,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,-1.8919229531548167,0.0,-82.79750342034211,0.0
7,300.0,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,12,200,804,13.618367767571081,54.745838425635746,0.0,-1.544375431392815,0.0,59.28504535097176,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
8,311.5,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,12,200,804,13.618367767571081,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
9,323.7,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,12,200,804,13.618367767571081,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,13,158,743,10.758510536381154,50.59223625652657,-2.1272700955439743,0.0,62.9369850752655,0.0
10,352.1,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,200,804,13.618367767571081,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
11,382.1,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,12,200,804,13.618367767571081,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
12,415.0,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,12,200,804,13.618367767571081,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,0.3885533317050903,0.0,-7.82584756707131,0.0
13,449.8,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,12,200,804,13.618367767571081,54.745838425635746,0.33700566226441214,0.0,6.898785307357465,0.0,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
14,481.7,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,200,804,13.618367767571081,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
15,514.3,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,200,804,13.618367767571081,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,-0.3407972458379663,0.0,-6.863992866827119,0.0
16,549.7,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,201,804,13.686459606408937,54.745838425635746,0.34283462101440454,0.0,-6.782089436486742,0.0,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
17,581.8,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,12,200,804,13.618367767571081,54.745838425635746,0.3396099995550232,0.33960999955504095,6.785414576523943,6.785414576524296,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
18,614.0,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,12,200,804,13.618367767571081,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,13,158,743,10.758510536381154,50.59223625652657,-0.006782197519854003,0.0,13.564395039708005,0.0
19,650.8,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,201,804,13.686459606408937,54.745838425635746,0.0,0.0,0.0,0.0,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
20,682.0,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,201,805,13.686459606408937,54.813930264473605,-0.0020407185280450464,-0.3433516572305376,-13.604790186964426,-20.417383773841227,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
21,714.7,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,200,804,13.618367767571081,54.745838425635746,0.3447395100725297,0.0,6.846862166286585,0.0,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,0.33589604306500126,0.34473951007251175,-6.758471691448721,6.846862166286228
22,749.5,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,201,804,13.686459606408937,54.745838425635746,0.0,-0.33721719423378704,0.0,-6.833175161778862,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
23,781.9,12,1097,786,74.69674720512738,53.52018532655435,0.34079999418347673,-0.34079999418344115,6.822822706375911,-6.8228227063752,,,,,,,,,,13,200,803,13.618367767571081,54.67774658679789,0.0,-0.34079999418347673,13.645645412751112,20.468468119127735,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
24,814.1,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,201,804,13.686459606408937,54.745838425635746,0.010183774426218675,-0.3348955150269219,-13.578365901624837,-6.738340342594005,,,,,,,,,,12,159,744,10.826602375219009,50.66032809536442,0.0,0.010183774426218081,0.0,-13.578365901624128
25,849.7,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,201,803,13.686459606408937,54.67774658679789,0.0,0.003408020410426529,0.0,13.632081641703284,,,,,,,,,,13,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
26,881.8,12,1098,785,74.76483904396524,53.452093487716496,0.0033944222528241707,-0.0033944222528238467,-13.577689011293879,13.577689011292463,,,,,,,,,,13,201,804,13.686459606408937,54.745838425635746,0.003394422252824009,0.0033944222528241707,-13.577689011293172,-13.577689011293879,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,0.0,0.0,0.0,0.0
27,915.0,12,1097,786,74.69674720512738,53.52018532655435,0.0,0.0,0.0,0.0,,,,,,,,,,13,200,803,13.618367767571081,54.67774658679789,-0.3343855911214788,-0.33438559112149624,6.748447853107542,6.748447853107894,,,,,,,,,,12,159,743,10.826602375219009,50.59223625652657,0.0,-0.3343855911214613,0.0,6.74844785310719
