frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,133.7,11,1046,651,71.22406342439676,44.327787083443866,,,,,,,,,,,,,,,,,,,,,,,39,269,710,,,,,,,,,,,,,,,
1,133.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,270,710,,,,,,,,,,,,,,,
2,246.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,214,666,,,,,,,,,,,,,,,
3,266.7,14,1091,787,74.28819617210024,53.588277165392206,6.29018923144763,21.421133410431874,-251.85568205336057,-724.9114521296741,,,,,,,,,,11,183,801,12.46080650732754,54.54156290912218,,,,,,,,,,,,,,12,168,716,11.439428924759708,48.75375660790447,,,,
4,295.2,14,1091,787,74.28819617210024,53.588277165392206,,,,,,,,,,,,,,12,187,805,12.73317386267896,54.813930264473605,,,,,,,,,,,,,,12,169,716,11.507520763597563,48.75375660790447,,,,
5,311.9,14,1091,787,74.28819617210024,53.588277165392206,,,,,,,,,,,,,,13,188,805,12.801265701516817,54.813930264473605,,,,,,,,,,,,,,12,168,716,11.439428924759708,48.75375660790447,,,,
6,325.8,14,1090,787,74.2201043332624,53.588277165392206,0.8272677464756033,0.0,66.98524262960339,0.0,,,,,,,,,,12,185,802,12.59699018500325,54.609654747960036,2.098941383665783,0.42389121239670546,-6.94927116050536,-24.644837930041028,,,,,,,,,,12,168,716,11.439428924759708,48.75375660790447,0.0,-1.2511589588724814,0.0,-42.34040469957635
7,336.9,14,1090,787,74.2201043332624,53.588277165392206,0.24291041859032325,0.0,89.96682170012014,0.0,,,,,,,,,,13,187,804,12.73317386267896,54.745838425635746,0.0,-0.7599255210644623,0.0,41.869174714295426,,,,,,,,,,12,169,715,11.507520763597563,48.68566476906661,-1.002835939654784,0.24291041859037388,-48.09764698584096,89.9668217001389
8,347.2,15,1091,787,74.28819617210024,53.588277165392206,0.0,-0.8948645258359548,0.0,-50.70053970741951,,,,,,,,,,13,188,805,12.801265701516817,54.813930264473605,-0.8948645258359313,0.0,-50.700539707418194,0.0,,,,,,,,,,12,169,716,11.507520763597563,48.75375660790447,0.09358773845142491,0.0,-103.98637605713829,0.0
9,360.2,14,1091,787,74.28819617210024,53.588277165392206,1.204762738386869,0.0,-45.03785937894838,0.0,,,,,,,,,,12,186,802,12.665082023841105,54.609654747960036,1.702856208243886,1.4942804095705111,-16.078936712860738,86.87676799828557,,,,,,,,,,12,168,715,11.439428924759708,48.68566476906661,0.0,-0.7066692685302662,0.0,73.99678204505398
10,373.2,14,1091,787,74.28819617210024,53.588277165392206,1.2705474427777756,-0.28833289586634814,-33.34770191017785,-15.886109965088044,,,,,,,,,,13,187,804,12.73317386267896,54.745838425635746,0.2883328958663406,0.28833289586634814,15.886109965087632,15.886109965088044,,,,,,,,,,12,168,716,11.439428924759708,48.75375660790447,-1.2705474427779746,0.982214546911693,33.34770191018307,-49.233811875272856
11,384.3,14,1091,786,74.28819617210024,53.52018532655435,0.0,-1.144071833470936,0.0,37.266183500681976,,,,,,,,,,13,187,805,12.73317386267896,54.813930264473605,-1.1440718334709064,0.0,37.266183500681,0.0,,,,,,,,,,12,168,716,11.439428924759708,48.75375660790447,-1.1440718334708764,0.0,37.26618350068003,0.0
