frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,134.8,8,753,58,51.27315464490512,3.9493266525956137,,,,,,,,,,,,,,,,,,,,,,,44,681,744,,,,,,,,,,,,,,,
1,134.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,282,709,,,,,,,,,,,,,,,
2,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,280,710,,,,,,,,,,,,,,,
3,250.4,14,1092,787,74.3562880109381,53.588277165392206,53.268741639388885,117.0115563750401,-2533.0855162952475,-5404.690825636958,13,277,805,18.861439358085946,54.813930264473605,,,,,7,185,772,12.59699018500325,52.56689958282438,,,,,,,,,,,,,,12,159,713,10.826602375219009,48.5494810913909,,,,
4,271.4,14,1092,787,74.3562880109381,53.588277165392206,,,,,13,276,805,18.79334751924809,54.813930264473605,,,,,13,189,773,12.869357540354672,52.63499142166223,,,,,,,,,,,,,,12,158,712,10.758510536381154,48.48138925255305,,,,
5,281.1,14,1091,787,74.28819617210024,53.588277165392206,,,,,13,276,805,18.79334751924809,54.813930264473605,,,,,13,189,773,12.869357540354672,52.63499142166223,,,,,,,,,,,,,,12,157,712,10.690418697543299,48.48138925255305,,,,
6,293.7,15,1091,787,74.28819617210024,53.588277165392206,-1.8589946413714153,0.0,-13.230247250263913,0.0,13,275,805,18.725255680410235,54.813930264473605,-2.536786508120873,0.0,28.098525112488083,0.0,13,188,771,12.801265701516817,52.49880774398652,0.8521728256256549,-4.221400190616176,-178.54533670132784,-122.3482864763499,,,,,,,,,,13,157,711,10.690418697543299,48.41329741371519,-2.536786508120873,-6.080394831987643,28.098525112488083,-135.5785337266238
7,304.0,15,1090,787,74.2201043332624,53.588277165392206,-2.438158282905775,0.0,106.70276949259411,0.0,13,275,805,18.725255680410235,54.813930264473605,-1.8394261617262304,-0.6203470202733115,15.293285343031213,-38.05809940327062,13,187,770,12.73317386267896,52.43071590514866,-2.438158282905934,-4.897931464905475,106.70276949260106,83.93795543236506,,,,,,,,,,12,157,709,10.690418697543299,48.27711373603948,-1.8394261617262304,-4.897931464905475,15.293285343031213,83.93795543236506
8,317.3,15,1090,787,74.2201043332624,53.588277165392206,-1.2054757489599093,0.0,37.32123061795387,0.0,13,274,805,18.65716384157238,54.813930264473605,-2.410951497920196,-0.3785389585990842,74.64246123591941,-20.913754618733936,13,186,769,12.665082023841105,52.36262406631081,-3.2378882882812614,-6.33605883023665,132.87744647261295,65.62990399690744,,,,,,,,,,13,156,708,10.622326858705444,48.20902189720163,-0.8269367903610335,-5.57898091303856,58.23498523669256,107.45741323437096
9,326.5,15,1090,787,74.2201043332624,53.588277165392206,-1.511361750688311,0.0,34.42737473094102,0.0,13,274,805,18.65716384157238,54.813930264473605,-1.5113617506885475,-0.21092452636983672,34.427374730946404,-12.861251607916868,13,187,768,12.73317386267896,52.29453222747295,-1.511361750688587,-5.166858831175187,34.42737473094731,64.69836936909309,,,,,,,,,,12,156,707,10.622326858705444,48.14093005836377,-1.5113617506885475,-6.678220581863678,34.427374730946404,99.12574410003636
